item_no,item_name,branch,quantity,date
SKU-00478,Item-00478,BR-B,227.86,2026-05-09
SKU-00860,Item-00860,BR-E,225.31,2026-05-19
SKU-00424,Item-00424,BR-D,132.87,2026-05-19
SKU-00596,Item-00596,BR-A,155.13,2026-05-18
SKU-00776,Item-00776,BR-A,70.83,2026-05-05
SKU-00657,Item-00657,BR-A,15.52,2026-05-25
SKU-00645,Item-00645,BR-C,87.76,2026-05-27
SKU-00744,Item-00744,BR-D,62.19,2026-05-08
SKU-00327,Item-00327,BR-C,16.4,2026-05-25
SKU-00654,Item-00654,BR-E,108.02,2026-05-22
SKU-00365,Item-00365,BR-E,125.74,2026-05-08
SKU-00440,Item-00440,BR-C,39.56,2026-05-07
SKU-00627,Item-00627,BR-A,382.03,2026-05-12
SKU-00392,Item-00392,BR-A,125.32,2026-05-29
SKU-00825,Item-00825,BR-A,34.74,2026-05-26
SKU-00843,Item-00843,BR-C,227.21,2026-05-11
SKU-00738,Item-00738,BR-D,104.5,2026-05-19
SKU-00885,Item-00885,BR-B,144.35,2026-05-03
SKU-00891,Item-00891,BR-D,148.91,2026-05-13
SKU-00512,Item-00512,BR-E,132.03,2026-05-02
SKU-00462,Item-00462,BR-E,68.15,2026-05-26
SKU-00750,Item-00750,BR-D,92.18,2026-05-17
SKU-00878,Item-00878,BR-A,30.21,2026-05-18
SKU-00812,Item-00812,BR-C,60.63,2026-05-19
SKU-00897,Item-00897,BR-B,104.3,2026-05-24
SKU-00319,Item-00319,BR-A,166.73,2026-05-08
SKU-00366,Item-00366,BR-E,36.07,2026-05-18
SKU-00870,Item-00870,BR-B,101.03,2026-05-05
SKU-00489,Item-00489,BR-A,155.78,2026-05-12
SKU-00430,Item-00430,BR-A,151.31,2026-05-17
SKU-00699,Item-00699,BR-A,137.37,2026-05-29
SKU-00538,Item-00538,BR-D,301.43,2026-05-03
SKU-00698,Item-00698,BR-E,141.29,2026-05-05
SKU-00753,Item-00753,BR-B,111.79,2026-05-12
SKU-00805,Item-00805,BR-D,203.17,2026-05-18
SKU-00561,Item-00561,BR-A,141.63,2026-05-27
SKU-00485,Item-00485,BR-E,250.0,2026-05-17
SKU-00429,Item-00429,BR-D,70.07,2026-05-27
SKU-00307,Item-00307,BR-D,142.19,2026-05-06
SKU-00747,Item-00747,BR-D,46.47,2026-05-28
SKU-00615,Item-00615,BR-A,151.95,2026-05-23
SKU-00773,Item-00773,BR-E,211.48,2026-05-30
SKU-00345,Item-00345,BR-C,148.04,2026-05-17
SKU-00466,Item-00466,BR-C,235.13,2026-05-29
SKU-00751,Item-00751,BR-B,138.07,2026-05-20
SKU-00667,Item-00667,BR-C,28.45,2026-05-16
SKU-00372,Item-00372,BR-D,117.18,2026-05-13
SKU-00774,Item-00774,BR-B,102.25,2026-05-05
SKU-00669,Item-00669,BR-D,237.71,2026-05-11
SKU-00645,Item-00645,BR-A,96.17,2026-05-20
SKU-00818,Item-00818,BR-B,32.72,2026-05-02
SKU-00654,Item-00654,BR-B,63.13,2026-05-28
SKU-00543,Item-00543,BR-A,148.53,2026-05-22
SKU-00555,Item-00555,BR-A,62.64,2026-05-30
SKU-00690,Item-00690,BR-C,95.75,2026-05-08
SKU-00816,Item-00816,BR-E,77.65,2026-05-20
SKU-00407,Item-00407,BR-D,154.33,2026-05-03
SKU-00826,Item-00826,BR-D,105.36,2026-05-22
SKU-00722,Item-00722,BR-D,47.74,2026-05-04
SKU-00763,Item-00763,BR-C,13.41,2026-05-28
SKU-00347,Item-00347,BR-E,48.3,2026-05-13
SKU-00411,Item-00411,BR-B,27.16,2026-05-30
SKU-00878,Item-00878,BR-B,32.6,2026-05-22
SKU-00895,Item-00895,BR-C,50.62,2026-05-02
SKU-00605,Item-00605,BR-C,178.96,2026-05-12
SKU-00358,Item-00358,BR-A,167.28,2026-05-07
SKU-00309,Item-00309,BR-D,86.59,2026-05-20
SKU-00832,Item-00832,BR-C,155.29,2026-05-27
SKU-00584,Item-00584,BR-E,46.28,2026-05-14
SKU-00628,Item-00628,BR-E,79.15,2026-05-26
SKU-00498,Item-00498,BR-C,158.95,2026-05-09
SKU-00868,Item-00868,BR-D,234.69,2026-05-18
SKU-00571,Item-00571,BR-A,238.65,2026-05-01
SKU-00754,Item-00754,BR-E,93.49,2026-05-22
SKU-00495,Item-00495,BR-A,151.87,2026-05-03
SKU-00415,Item-00415,BR-E,144.19,2026-05-02
SKU-00742,Item-00742,BR-A,259.48,2026-05-30
SKU-00383,Item-00383,BR-D,64.05,2026-05-09
SKU-00709,Item-00709,BR-D,12.15,2026-05-29
SKU-00810,Item-00810,BR-C,48.0,2026-05-02
SKU-00363,Item-00363,BR-E,42.77,2026-05-02
SKU-00365,Item-00365,BR-E,77.78,2026-05-01
SKU-00709,Item-00709,BR-B,6.16,2026-05-20
SKU-00309,Item-00309,BR-D,75.61,2026-05-29
SKU-00305,Item-00305,BR-E,36.97,2026-05-10
SKU-00468,Item-00468,BR-B,53.9,2026-05-21
SKU-00724,Item-00724,BR-B,141.92,2026-05-10
SKU-00647,Item-00647,BR-A,170.06,2026-05-02
SKU-00791,Item-00791,BR-E,272.8,2026-05-21
SKU-00660,Item-00660,BR-E,92.85,2026-05-03
SKU-00534,Item-00534,BR-E,171.51,2026-05-05
SKU-00327,Item-00327,BR-D,34.06,2026-05-22
SKU-00555,Item-00555,BR-C,51.43,2026-05-14
SKU-00426,Item-00426,BR-E,213.74,2026-05-23
SKU-00782,Item-00782,BR-A,91.42,2026-05-27
SKU-00792,Item-00792,BR-C,138.59,2026-05-30
SKU-00734,Item-00734,BR-B,99.52,2026-05-24
SKU-00878,Item-00878,BR-E,38.86,2026-05-27
SKU-00576,Item-00576,BR-D,179.38,2026-05-25
SKU-00887,Item-00887,BR-B,211.4,2026-05-16
SKU-00630,Item-00630,BR-D,39.33,2026-05-27
SKU-00710,Item-00710,BR-E,168.51,2026-05-25
SKU-00565,Item-00565,BR-A,56.63,2026-05-01
SKU-00389,Item-00389,BR-C,19.51,2026-05-01
SKU-00589,Item-00589,BR-A,51.48,2026-05-07
SKU-00533,Item-00533,BR-D,146.4,2026-05-04
SKU-00475,Item-00475,BR-E,111.56,2026-05-08
SKU-00423,Item-00423,BR-E,117.44,2026-05-11
SKU-00759,Item-00759,BR-A,15.73,2026-05-14
SKU-00389,Item-00389,BR-E,29.13,2026-05-12
SKU-00888,Item-00888,BR-C,206.06,2026-05-08
SKU-00633,Item-00633,BR-B,124.18,2026-05-01
SKU-00608,Item-00608,BR-B,55.0,2026-05-12
SKU-00900,Item-00900,BR-E,272.72,2026-05-09
SKU-00582,Item-00582,BR-A,38.69,2026-05-19
SKU-00896,Item-00896,BR-C,112.27,2026-05-22
SKU-00831,Item-00831,BR-B,112.93,2026-05-26
SKU-00614,Item-00614,BR-E,124.54,2026-05-24
SKU-00737,Item-00737,BR-B,258.07,2026-05-20
SKU-00791,Item-00791,BR-D,186.8,2026-05-04
SKU-00855,Item-00855,BR-E,106.16,2026-05-21
SKU-00644,Item-00644,BR-B,95.51,2026-05-03
SKU-00335,Item-00335,BR-B,167.13,2026-05-18
SKU-00728,Item-00728,BR-C,77.92,2026-05-09
SKU-00798,Item-00798,BR-A,154.96,2026-05-10
SKU-00671,Item-00671,BR-B,211.28,2026-05-05
SKU-00547,Item-00547,BR-C,60.58,2026-05-02
SKU-00815,Item-00815,BR-E,92.51,2026-05-28
SKU-00613,Item-00613,BR-B,89.63,2026-05-16
SKU-00842,Item-00842,BR-B,142.9,2026-05-19
SKU-00832,Item-00832,BR-D,255.66,2026-05-15
SKU-00889,Item-00889,BR-E,15.71,2026-05-12
SKU-00425,Item-00425,BR-B,153.79,2026-05-27
SKU-00462,Item-00462,BR-E,72.18,2026-05-21
SKU-00813,Item-00813,BR-D,86.9,2026-05-12
SKU-00817,Item-00817,BR-D,58.88,2026-05-08
SKU-00685,Item-00685,BR-B,68.38,2026-05-17
SKU-00595,Item-00595,BR-E,142.33,2026-05-21
SKU-00565,Item-00565,BR-C,52.08,2026-05-15
SKU-00529,Item-00529,BR-E,347.4,2026-05-17
SKU-00331,Item-00331,BR-C,53.51,2026-05-11
SKU-00399,Item-00399,BR-A,107.63,2026-05-27
SKU-00377,Item-00377,BR-E,302.36,2026-05-26
SKU-00320,Item-00320,BR-A,86.11,2026-05-29
SKU-00354,Item-00354,BR-B,76.36,2026-05-22
SKU-00787,Item-00787,BR-C,149.74,2026-05-06
SKU-00843,Item-00843,BR-D,140.0,2026-05-10
SKU-00864,Item-00864,BR-D,47.55,2026-05-29
SKU-00546,Item-00546,BR-D,270.72,2026-05-23
SKU-00343,Item-00343,BR-B,87.72,2026-05-21
SKU-00678,Item-00678,BR-C,99.02,2026-05-17
SKU-00373,Item-00373,BR-C,239.16,2026-05-15
SKU-00472,Item-00472,BR-D,136.35,2026-05-04
SKU-00515,Item-00515,BR-E,164.9,2026-05-05
SKU-00417,Item-00417,BR-D,28.14,2026-05-08
SKU-00713,Item-00713,BR-A,75.62,2026-05-28
SKU-00852,Item-00852,BR-E,39.27,2026-05-09
SKU-00859,Item-00859,BR-D,61.21,2026-05-03
SKU-00763,Item-00763,BR-B,8.7,2026-05-01
SKU-00718,Item-00718,BR-B,66.12,2026-05-01
SKU-00775,Item-00775,BR-B,125.41,2026-05-11
SKU-00823,Item-00823,BR-C,102.33,2026-05-26
SKU-00431,Item-00431,BR-E,147.98,2026-05-09
SKU-00552,Item-00552,BR-C,217.43,2026-05-26
SKU-00639,Item-00639,BR-A,2.75,2026-05-19
SKU-00306,Item-00306,BR-C,79.19,2026-05-23
SKU-00592,Item-00592,BR-C,98.65,2026-05-15
SKU-00539,Item-00539,BR-C,104.0,2026-05-29
SKU-00694,Item-00694,BR-E,161.36,2026-05-22
SKU-00466,Item-00466,BR-D,121.26,2026-05-12
SKU-00562,Item-00562,BR-A,194.56,2026-05-05
SKU-00483,Item-00483,BR-E,46.47,2026-05-03
SKU-00523,Item-00523,BR-D,39.05,2026-05-20
SKU-00893,Item-00893,BR-E,59.8,2026-05-30
SKU-00522,Item-00522,BR-E,179.79,2026-05-27
SKU-00587,Item-00587,BR-C,212.15,2026-05-06
SKU-00450,Item-00450,BR-D,240.48,2026-05-01
SKU-00762,Item-00762,BR-E,112.34,2026-05-15
SKU-00714,Item-00714,BR-C,148.67,2026-05-25
SKU-00304,Item-00304,BR-D,29.92,2026-05-08
SKU-00680,Item-00680,BR-E,66.84,2026-05-30
SKU-00553,Item-00553,BR-A,125.01,2026-05-17
SKU-00624,Item-00624,BR-A,110.09,2026-05-24
SKU-00303,Item-00303,BR-C,21.14,2026-05-03
SKU-00404,Item-00404,BR-B,42.38,2026-05-25
SKU-00761,Item-00761,BR-C,332.72,2026-05-29
SKU-00588,Item-00588,BR-D,122.47,2026-05-13
SKU-00634,Item-00634,BR-C,122.34,2026-05-22
SKU-00365,Item-00365,BR-E,50.58,2026-05-11
SKU-00584,Item-00584,BR-E,37.59,2026-05-01
SKU-00849,Item-00849,BR-C,255.9,2026-05-03
SKU-00670,Item-00670,BR-C,209.12,2026-05-15
SKU-00683,Item-00683,BR-A,210.29,2026-05-28
SKU-00680,Item-00680,BR-B,31.46,2026-05-10
SKU-00457,Item-00457,BR-B,127.3,2026-05-21
SKU-00534,Item-00534,BR-B,124.96,2026-05-16
SKU-00597,Item-00597,BR-E,40.27,2026-05-20
SKU-00735,Item-00735,BR-E,227.79,2026-05-30
SKU-00513,Item-00513,BR-C,112.25,2026-05-18
SKU-00766,Item-00766,BR-D,42.39,2026-05-22
SKU-00758,Item-00758,BR-D,118.46,2026-05-06
SKU-00831,Item-00831,BR-D,111.47,2026-05-27
SKU-00653,Item-00653,BR-B,178.98,2026-05-18
SKU-00379,Item-00379,BR-E,185.56,2026-05-18
SKU-00663,Item-00663,BR-D,80.05,2026-05-15
SKU-00463,Item-00463,BR-A,47.98,2026-05-18
SKU-00469,Item-00469,BR-B,111.31,2026-05-12
SKU-00424,Item-00424,BR-C,183.98,2026-05-29
SKU-00899,Item-00899,BR-B,157.06,2026-05-15
SKU-00542,Item-00542,BR-A,221.84,2026-05-01
SKU-00567,Item-00567,BR-E,29.41,2026-05-06
SKU-00797,Item-00797,BR-B,47.82,2026-05-14
SKU-00315,Item-00315,BR-A,23.11,2026-05-12
SKU-00746,Item-00746,BR-D,183.11,2026-05-24
SKU-00367,Item-00367,BR-A,85.12,2026-05-09
SKU-00858,Item-00858,BR-C,184.6,2026-05-21
SKU-00497,Item-00497,BR-E,100.82,2026-05-08
SKU-00831,Item-00831,BR-A,81.68,2026-05-04
SKU-00593,Item-00593,BR-D,115.66,2026-05-13
SKU-00583,Item-00583,BR-E,118.63,2026-05-11
SKU-00409,Item-00409,BR-A,33.24,2026-05-30
SKU-00888,Item-00888,BR-D,132.99,2026-05-22
SKU-00508,Item-00508,BR-A,37.57,2026-05-04
SKU-00372,Item-00372,BR-B,127.44,2026-05-11
SKU-00308,Item-00308,BR-E,57.24,2026-05-24
SKU-00721,Item-00721,BR-A,216.77,2026-05-23
SKU-00654,Item-00654,BR-E,57.58,2026-05-16
SKU-00789,Item-00789,BR-D,62.91,2026-05-13
SKU-00596,Item-00596,BR-A,130.28,2026-05-13
SKU-00483,Item-00483,BR-C,59.82,2026-05-09
SKU-00669,Item-00669,BR-C,239.83,2026-05-05
SKU-00847,Item-00847,BR-A,169.75,2026-05-30
SKU-00500,Item-00500,BR-D,33.74,2026-05-27
SKU-00740,Item-00740,BR-A,153.12,2026-05-27
SKU-00876,Item-00876,BR-B,260.13,2026-05-01
SKU-00409,Item-00409,BR-C,37.19,2026-05-22
SKU-00348,Item-00348,BR-B,154.65,2026-05-08
SKU-00707,Item-00707,BR-C,216.46,2026-05-23
SKU-00788,Item-00788,BR-D,14.99,2026-05-02
SKU-00669,Item-00669,BR-B,177.11,2026-05-22
SKU-00811,Item-00811,BR-C,123.79,2026-05-11
SKU-00614,Item-00614,BR-D,128.91,2026-05-02
SKU-00422,Item-00422,BR-C,128.16,2026-05-01
SKU-00802,Item-00802,BR-C,19.53,2026-05-20
SKU-00522,Item-00522,BR-C,139.4,2026-05-19
SKU-00797,Item-00797,BR-E,37.13,2026-05-04
SKU-00714,Item-00714,BR-D,209.2,2026-05-03
SKU-00591,Item-00591,BR-C,58.05,2026-05-26
SKU-00532,Item-00532,BR-B,149.64,2026-05-09
SKU-00823,Item-00823,BR-E,238.71,2026-05-27
SKU-00463,Item-00463,BR-D,70.39,2026-05-11
SKU-00818,Item-00818,BR-E,56.76,2026-05-13
SKU-00629,Item-00629,BR-C,51.61,2026-05-05
SKU-00794,Item-00794,BR-B,57.89,2026-05-09
SKU-00418,Item-00418,BR-D,212.22,2026-05-20
SKU-00574,Item-00574,BR-B,13.17,2026-05-11
SKU-00319,Item-00319,BR-C,140.23,2026-05-01
SKU-00697,Item-00697,BR-A,6.77,2026-05-17
SKU-00807,Item-00807,BR-D,95.57,2026-05-17
SKU-00431,Item-00431,BR-E,96.88,2026-05-21
SKU-00354,Item-00354,BR-A,101.15,2026-05-07
SKU-00537,Item-00537,BR-E,153.3,2026-05-20
SKU-00483,Item-00483,BR-C,98.9,2026-05-23
SKU-00710,Item-00710,BR-D,174.73,2026-05-12
SKU-00802,Item-00802,BR-A,20.82,2026-05-08
SKU-00426,Item-00426,BR-D,156.96,2026-05-08
SKU-00756,Item-00756,BR-E,251.86,2026-05-02
SKU-00526,Item-00526,BR-D,69.12,2026-05-28
SKU-00588,Item-00588,BR-B,130.64,2026-05-06
SKU-00464,Item-00464,BR-E,48.53,2026-05-07
SKU-00722,Item-00722,BR-E,19.9,2026-05-04
SKU-00788,Item-00788,BR-E,18.46,2026-05-02
SKU-00499,Item-00499,BR-A,116.04,2026-05-09
SKU-00384,Item-00384,BR-C,56.03,2026-05-19
SKU-00797,Item-00797,BR-C,38.21,2026-05-18
SKU-00765,Item-00765,BR-C,287.21,2026-05-07
SKU-00497,Item-00497,BR-A,120.2,2026-05-21
SKU-00550,Item-00550,BR-E,62.02,2026-05-30
SKU-00389,Item-00389,BR-C,20.13,2026-05-21
SKU-00459,Item-00459,BR-A,127.2,2026-05-14
SKU-00403,Item-00403,BR-D,52.98,2026-05-16
SKU-00596,Item-00596,BR-D,85.78,2026-05-03
SKU-00316,Item-00316,BR-E,94.84,2026-05-28
SKU-00602,Item-00602,BR-E,22.77,2026-05-03
SKU-00494,Item-00494,BR-B,68.71,2026-05-18
SKU-00679,Item-00679,BR-D,143.26,2026-05-12
SKU-00857,Item-00857,BR-E,193.24,2026-05-04
SKU-00883,Item-00883,BR-D,138.52,2026-05-21
SKU-00546,Item-00546,BR-A,149.88,2026-05-29
SKU-00731,Item-00731,BR-E,58.3,2026-05-05
SKU-00754,Item-00754,BR-B,155.22,2026-05-19
SKU-00717,Item-00717,BR-D,122.79,2026-05-19
SKU-00370,Item-00370,BR-B,36.21,2026-05-27
SKU-00463,Item-00463,BR-E,88.37,2026-05-30
SKU-00374,Item-00374,BR-D,60.43,2026-05-16
SKU-00519,Item-00519,BR-C,144.36,2026-05-05
SKU-00311,Item-00311,BR-C,18.02,2026-05-25
SKU-00526,Item-00526,BR-A,35.5,2026-05-19
SKU-00329,Item-00329,BR-D,161.89,2026-05-17
SKU-00481,Item-00481,BR-C,70.93,2026-05-07
SKU-00522,Item-00522,BR-C,89.45,2026-05-16
SKU-00365,Item-00365,BR-E,41.37,2026-05-16
SKU-00529,Item-00529,BR-C,161.27,2026-05-06
SKU-00478,Item-00478,BR-A,246.07,2026-05-18
SKU-00311,Item-00311,BR-E,7.12,2026-05-26
SKU-00377,Item-00377,BR-D,300.45,2026-05-26
SKU-00817,Item-00817,BR-D,37.2,2026-05-14
SKU-00850,Item-00850,BR-D,43.39,2026-05-09
SKU-00545,Item-00545,BR-E,20.77,2026-05-12
SKU-00468,Item-00468,BR-B,70.29,2026-05-06
SKU-00364,Item-00364,BR-B,110.68,2026-05-02
SKU-00372,Item-00372,BR-D,139.48,2026-05-29
SKU-00409,Item-00409,BR-C,30.07,2026-05-15
SKU-00464,Item-00464,BR-B,54.82,2026-05-22
SKU-00741,Item-00741,BR-D,82.17,2026-05-20
SKU-00839,Item-00839,BR-C,147.58,2026-05-26
SKU-00308,Item-00308,BR-B,31.37,2026-05-13
SKU-00818,Item-00818,BR-A,90.67,2026-05-11
SKU-00438,Item-00438,BR-D,161.27,2026-05-02
SKU-00703,Item-00703,BR-A,81.12,2026-05-27
SKU-00671,Item-00671,BR-E,154.34,2026-05-26
SKU-00507,Item-00507,BR-E,292.69,2026-05-29
SKU-00436,Item-00436,BR-B,43.48,2026-05-20
SKU-00566,Item-00566,BR-C,317.83,2026-05-08
SKU-00562,Item-00562,BR-B,249.44,2026-05-25
SKU-00810,Item-00810,BR-A,48.06,2026-05-02
SKU-00747,Item-00747,BR-A,123.38,2026-05-15
SKU-00779,Item-00779,BR-A,145.54,2026-05-27
SKU-00788,Item-00788,BR-E,30.02,2026-05-21
SKU-00383,Item-00383,BR-E,49.73,2026-05-14
SKU-00694,Item-00694,BR-E,325.75,2026-05-09
SKU-00390,Item-00390,BR-A,36.08,2026-05-13
SKU-00800,Item-00800,BR-B,255.98,2026-05-26
SKU-00581,Item-00581,BR-B,135.06,2026-05-15
SKU-00825,Item-00825,BR-C,30.73,2026-05-25
SKU-00770,Item-00770,BR-A,159.31,2026-05-29
SKU-00710,Item-00710,BR-C,211.08,2026-05-15
SKU-00416,Item-00416,BR-C,136.55,2026-05-30
SKU-00846,Item-00846,BR-E,48.64,2026-05-03
SKU-00773,Item-00773,BR-C,274.39,2026-05-01
SKU-00813,Item-00813,BR-E,105.07,2026-05-01
SKU-00361,Item-00361,BR-B,114.23,2026-05-18
SKU-00476,Item-00476,BR-E,110.84,2026-05-02
SKU-00472,Item-00472,BR-C,186.68,2026-05-10
SKU-00371,Item-00371,BR-A,60.15,2026-05-02
SKU-00376,Item-00376,BR-B,20.93,2026-05-01
SKU-00888,Item-00888,BR-B,143.24,2026-05-20
SKU-00494,Item-00494,BR-D,91.78,2026-05-24
SKU-00799,Item-00799,BR-B,184.97,2026-05-05
SKU-00879,Item-00879,BR-B,77.03,2026-05-29
SKU-00354,Item-00354,BR-A,71.4,2026-05-18
SKU-00631,Item-00631,BR-B,47.9,2026-05-02
SKU-00699,Item-00699,BR-B,70.63,2026-05-10
SKU-00841,Item-00841,BR-D,53.26,2026-05-26
SKU-00825,Item-00825,BR-E,36.84,2026-05-23
SKU-00745,Item-00745,BR-E,63.93,2026-05-06
SKU-00316,Item-00316,BR-B,145.21,2026-05-20
SKU-00896,Item-00896,BR-A,237.9,2026-05-29
SKU-00623,Item-00623,BR-A,20.3,2026-05-01
SKU-00474,Item-00474,BR-D,256.69,2026-05-05
SKU-00769,Item-00769,BR-E,11.34,2026-05-16
SKU-00466,Item-00466,BR-C,158.31,2026-05-23
SKU-00802,Item-00802,BR-C,15.1,2026-05-02
SKU-00377,Item-00377,BR-B,158.7,2026-05-20
SKU-00337,Item-00337,BR-E,104.4,2026-05-05
SKU-00310,Item-00310,BR-D,108.22,2026-05-20
SKU-00533,Item-00533,BR-A,72.52,2026-05-08
SKU-00845,Item-00845,BR-B,167.06,2026-05-13
SKU-00624,Item-00624,BR-C,86.97,2026-05-22
SKU-00872,Item-00872,BR-C,50.64,2026-05-29
SKU-00439,Item-00439,BR-B,137.12,2026-05-03
SKU-00727,Item-00727,BR-B,101.71,2026-05-02
SKU-00866,Item-00866,BR-A,226.84,2026-05-22
SKU-00497,Item-00497,BR-C,62.53,2026-05-25
SKU-00316,Item-00316,BR-C,87.46,2026-05-05
SKU-00361,Item-00361,BR-C,82.49,2026-05-07
SKU-00831,Item-00831,BR-E,51.83,2026-05-15
SKU-00688,Item-00688,BR-A,39.51,2026-05-18
SKU-00787,Item-00787,BR-D,120.34,2026-05-27
SKU-00647,Item-00647,BR-C,132.46,2026-05-29
SKU-00476,Item-00476,BR-B,53.01,2026-05-23
SKU-00745,Item-00745,BR-D,77.72,2026-05-14
SKU-00900,Item-00900,BR-C,137.31,2026-05-28
SKU-00302,Item-00302,BR-C,26.38,2026-05-16
SKU-00496,Item-00496,BR-A,124.89,2026-05-17
SKU-00488,Item-00488,BR-A,155.34,2026-05-07
SKU-00313,Item-00313,BR-A,134.56,2026-05-02
SKU-00881,Item-00881,BR-B,94.41,2026-05-04
SKU-00304,Item-00304,BR-B,55.93,2026-05-30
SKU-00843,Item-00843,BR-D,183.28,2026-05-29
SKU-00598,Item-00598,BR-A,18.27,2026-05-06
SKU-00736,Item-00736,BR-C,6.63,2026-05-03
SKU-00704,Item-00704,BR-B,112.37,2026-05-20
SKU-00664,Item-00664,BR-C,29.42,2026-05-16
SKU-00351,Item-00351,BR-E,115.74,2026-05-11
SKU-00610,Item-00610,BR-B,166.82,2026-05-23
SKU-00353,Item-00353,BR-C,49.69,2026-05-05
SKU-00833,Item-00833,BR-B,215.06,2026-05-30
SKU-00843,Item-00843,BR-D,148.33,2026-05-20
SKU-00715,Item-00715,BR-B,178.44,2026-05-10
SKU-00702,Item-00702,BR-D,146.72,2026-05-20
SKU-00563,Item-00563,BR-E,127.61,2026-05-01
SKU-00324,Item-00324,BR-A,78.49,2026-05-26
SKU-00401,Item-00401,BR-A,25.41,2026-05-02
SKU-00753,Item-00753,BR-A,159.87,2026-05-02
SKU-00561,Item-00561,BR-B,106.3,2026-05-29
SKU-00521,Item-00521,BR-C,139.06,2026-05-01
SKU-00680,Item-00680,BR-C,47.97,2026-05-25
SKU-00659,Item-00659,BR-D,4.52,2026-05-18
SKU-00426,Item-00426,BR-B,143.7,2026-05-06
SKU-00856,Item-00856,BR-E,93.97,2026-05-09
SKU-00753,Item-00753,BR-B,197.87,2026-05-01
SKU-00634,Item-00634,BR-B,246.67,2026-05-23
SKU-00893,Item-00893,BR-E,42.88,2026-05-29
SKU-00643,Item-00643,BR-D,46.19,2026-05-13
SKU-00864,Item-00864,BR-C,23.44,2026-05-25
SKU-00405,Item-00405,BR-D,123.01,2026-05-13
SKU-00418,Item-00418,BR-B,168.61,2026-05-08
SKU-00599,Item-00599,BR-A,190.76,2026-05-22
SKU-00504,Item-00504,BR-E,36.83,2026-05-19
SKU-00670,Item-00670,BR-C,148.22,2026-05-01
SKU-00644,Item-00644,BR-C,96.4,2026-05-08
SKU-00444,Item-00444,BR-A,32.31,2026-05-01
SKU-00701,Item-00701,BR-B,107.51,2026-05-04
SKU-00344,Item-00344,BR-E,117.74,2026-05-10
SKU-00784,Item-00784,BR-D,142.57,2026-05-16
SKU-00821,Item-00821,BR-E,169.33,2026-05-22
SKU-00462,Item-00462,BR-E,101.1,2026-05-07
SKU-00538,Item-00538,BR-B,239.13,2026-05-30
SKU-00866,Item-00866,BR-E,283.98,2026-05-11
SKU-00460,Item-00460,BR-C,234.78,2026-05-02
SKU-00615,Item-00615,BR-E,116.37,2026-05-12
SKU-00471,Item-00471,BR-C,144.55,2026-05-18
SKU-00331,Item-00331,BR-B,112.17,2026-05-08
SKU-00644,Item-00644,BR-B,86.97,2026-05-03
SKU-00518,Item-00518,BR-C,49.27,2026-05-24
SKU-00819,Item-00819,BR-C,252.17,2026-05-03
SKU-00761,Item-00761,BR-C,188.63,2026-05-03
SKU-00490,Item-00490,BR-D,142.7,2026-05-15
SKU-00553,Item-00553,BR-A,120.05,2026-05-14
SKU-00677,Item-00677,BR-C,61.35,2026-05-22
SKU-00735,Item-00735,BR-D,83.1,2026-05-22
SKU-00570,Item-00570,BR-D,37.9,2026-05-14
SKU-00301,Item-00301,BR-E,57.73,2026-05-10
SKU-00645,Item-00645,BR-B,85.3,2026-05-18
SKU-00714,Item-00714,BR-A,215.26,2026-05-24
SKU-00638,Item-00638,BR-A,230.41,2026-05-04
SKU-00395,Item-00395,BR-A,106.17,2026-05-18
SKU-00319,Item-00319,BR-B,82.38,2026-05-12
SKU-00603,Item-00603,BR-D,76.11,2026-05-15
SKU-00851,Item-00851,BR-D,153.99,2026-05-21
SKU-00773,Item-00773,BR-A,107.27,2026-05-30
SKU-00900,Item-00900,BR-C,281.11,2026-05-23
SKU-00767,Item-00767,BR-A,106.05,2026-05-27
SKU-00695,Item-00695,BR-D,59.54,2026-05-07
SKU-00456,Item-00456,BR-E,239.65,2026-05-17
SKU-00871,Item-00871,BR-A,132.3,2026-05-23
SKU-00645,Item-00645,BR-D,133.53,2026-05-13
SKU-00886,Item-00886,BR-C,60.9,2026-05-23
SKU-00882,Item-00882,BR-A,68.7,2026-05-09
SKU-00485,Item-00485,BR-D,242.97,2026-05-20
SKU-00332,Item-00332,BR-A,151.13,2026-05-11
SKU-00502,Item-00502,BR-D,143.03,2026-05-25
SKU-00368,Item-00368,BR-D,32.93,2026-05-01
SKU-00555,Item-00555,BR-A,55.32,2026-05-25
SKU-00475,Item-00475,BR-A,63.31,2026-05-11
SKU-00304,Item-00304,BR-E,41.32,2026-05-24
SKU-00825,Item-00825,BR-E,60.85,2026-05-03
SKU-00390,Item-00390,BR-C,23.6,2026-05-17
SKU-00722,Item-00722,BR-D,23.99,2026-05-27
SKU-00572,Item-00572,BR-C,21.3,2026-05-05
SKU-00416,Item-00416,BR-E,142.6,2026-05-02
SKU-00692,Item-00692,BR-B,51.17,2026-05-16
SKU-00856,Item-00856,BR-E,231.42,2026-05-14
SKU-00304,Item-00304,BR-B,19.35,2026-05-24
SKU-00517,Item-00517,BR-E,6.87,2026-05-04
SKU-00643,Item-00643,BR-C,42.12,2026-05-23
SKU-00457,Item-00457,BR-E,91.97,2026-05-18
SKU-00405,Item-00405,BR-A,71.38,2026-05-19
SKU-00805,Item-00805,BR-A,159.98,2026-05-22
SKU-00568,Item-00568,BR-C,180.93,2026-05-07
SKU-00707,Item-00707,BR-A,207.37,2026-05-16
