date,outlet_id,product_id,units_sold,units_returned,revenue,closing_stock
2026-03-19,outlet-4,prod-20,13,0,25.87,47
2026-03-19,outlet-4,prod-21,16,1,36.64,69
2026-03-19,outlet-4,prod-22,12,0,41.88,5
2026-03-19,outlet-4,prod-23,7,0,17.43,29
2026-03-19,outlet-4,prod-24,14,0,55.86,39
2026-03-19,outlet-4,prod-25,7,0,12.530000000000001,31
2026-03-19,outlet-4,prod-26,6,0,26.94,34
2026-03-19,outlet-4,prod-27,18,0,23.22,37
2026-03-19,outlet-4,prod-28,9,0,44.910000000000004,39
2026-03-19,outlet-4,prod-29,1,0,3.99,0
2026-03-19,outlet-4,prod-30,0,0,0.0,23
2026-03-19,outlet-4,prod-31,3,0,3.87,0
2026-03-19,outlet-4,prod-32,5,0,12.450000000000001,6
2026-03-19,outlet-4,prod-33,4,0,13.96,59
2026-03-19,outlet-4,prod-34,8,0,11.92,185
2026-03-19,outlet-4,prod-35,0,0,0.0,22
2026-03-19,outlet-4,prod-36,11,0,87.89,21
2026-03-19,outlet-4,prod-37,6,0,5.9399999999999995,26
2026-03-19,outlet-4,prod-38,2,0,25.98,37
2026-03-19,outlet-4,prod-39,5,0,27.450000000000003,2
2026-03-19,outlet-4,prod-40,10,0,29.900000000000002,22
2026-03-19,outlet-5,prod-1,0,0,0.0,48
2026-03-19,outlet-5,prod-2,0,0,0.0,56
2026-03-19,outlet-5,prod-3,1,0,3.49,20
2026-03-19,outlet-5,prod-4,58,1,115.42,74
2026-03-19,outlet-5,prod-5,0,0,0.0,0
2026-03-19,outlet-5,prod-6,5,0,34.95,11
2026-03-19,outlet-5,prod-7,9,1,71.91,29
2026-03-19,outlet-5,prod-8,37,1,36.63,1
2026-03-19,outlet-5,prod-9,16,0,39.84,31
2026-03-19,outlet-5,prod-10,5,0,19.950000000000003,7
2026-03-19,outlet-5,prod-11,6,0,10.74,26
2026-03-19,outlet-5,prod-12,1,0,2.99,28
2026-03-19,outlet-5,prod-13,0,0,0.0,0
2026-03-19,outlet-5,prod-14,4,0,9.16,11
2026-03-19,outlet-5,prod-15,0,0,0.0,0
2026-03-19,outlet-5,prod-16,4,0,5.16,15
2026-03-19,outlet-5,prod-17,0,0,0.0,30
2026-03-19,outlet-5,prod-18,3,0,4.47,49
2026-03-19,outlet-5,prod-19,7,0,20.93,12
2026-03-19,outlet-5,prod-20,16,0,31.84,47
2026-03-19,outlet-5,prod-21,0,0,0.0,1029
2026-03-19,outlet-5,prod-22,1,0,3.49,5
2026-03-19,outlet-5,prod-23,0,0,0.0,10
2026-03-19,outlet-5,prod-24,0,0,0.0,0
2026-03-19,outlet-5,prod-25,18,0,32.22,0
2026-03-19,outlet-5,prod-26,0,0,0.0,0
2026-03-19,outlet-5,prod-27,8,0,10.32,260
2026-03-19,outlet-5,prod-28,1,0,4.99,18
2026-03-19,outlet-5,prod-29,1,0,3.99,21
2026-03-19,outlet-5,prod-30,2,0,4.98,632
2026-03-19,outlet-5,prod-31,78,1,100.62,121
2026-03-19,outlet-5,prod-32,0,0,0.0,0
2026-03-19,outlet-5,prod-33,5,0,17.450000000000003,10
2026-03-19,outlet-5,prod-34,7,0,10.43,24
2026-03-19,outlet-5,prod-35,0,0,0.0,6
2026-03-19,outlet-5,prod-36,4,0,31.96,200
2026-03-19,outlet-5,prod-37,24,0,23.759999999999998,58
2026-03-19,outlet-5,prod-38,0,0,0.0,220
2026-03-19,outlet-5,prod-39,0,0,0.0,7
2026-03-19,outlet-5,prod-40,1,0,2.99,11
2026-03-20,outlet-1,prod-1,0,0,0.0,44
2026-03-20,outlet-1,prod-2,38,1,49.02,35
2026-03-20,outlet-1,prod-3,0,0,0.0,0
2026-03-20,outlet-1,prod-4,0,0,0.0,0
2026-03-20,outlet-1,prod-5,20,0,65.8,60
2026-03-20,outlet-1,prod-6,12,0,83.88,1545
2026-03-20,outlet-1,prod-7,28,1,223.72,69
2026-03-20,outlet-1,prod-8,33,1,32.67,1
2026-03-20,outlet-1,prod-9,27,0,67.23,35
2026-03-20,outlet-1,prod-10,0,0,0.0,49
2026-03-20,outlet-1,prod-11,16,0,28.64,108
2026-03-20,outlet-1,prod-12,13,0,38.870000000000005,19
2026-03-20,outlet-1,prod-13,24,0,40.56,28
2026-03-20,outlet-1,prod-14,15,0,34.35,29
2026-03-20,outlet-1,prod-15,0,0,0.0,0
2026-03-20,outlet-1,prod-16,0,0,0.0,0
2026-03-20,outlet-1,prod-17,0,0,0.0,24
2026-03-20,outlet-1,prod-18,31,3,46.19,62
2026-03-20,outlet-1,prod-19,13,1,38.870000000000005,21
2026-03-20,outlet-1,prod-20,19,0,37.81,64
2026-03-20,outlet-1,prod-21,0,0,0.0,65
2026-03-20,outlet-1,prod-22,3,0,10.47,0
2026-03-20,outlet-1,prod-23,8,0,19.92,6
2026-03-20,outlet-1,prod-24,0,0,0.0,0
2026-03-20,outlet-1,prod-25,0,0,0.0,0
2026-03-20,outlet-1,prod-26,6,0,26.94,0
2026-03-20,outlet-1,prod-27,39,1,50.31,39
2026-03-20,outlet-1,prod-28,8,0,39.92,28
2026-03-20,outlet-1,prod-29,0,0,0.0,35
2026-03-20,outlet-1,prod-30,7,0,17.43,3
2026-03-20,outlet-1,prod-31,24,1,30.96,82
2026-03-20,outlet-1,prod-32,2,0,4.98,42
2026-03-20,outlet-1,prod-33,0,0,0.0,0
2026-03-20,outlet-1,prod-34,11,0,16.39,10
2026-03-20,outlet-1,prod-35,4,0,27.96,16
2026-03-20,outlet-1,prod-36,11,0,87.89,3
2026-03-20,outlet-1,prod-37,17,0,16.83,21
2026-03-20,outlet-1,prod-38,0,0,0.0,0
2026-03-20,outlet-1,prod-39,5,0,27.450000000000003,22
2026-03-20,outlet-1,prod-40,8,0,23.92,17
2026-03-20,outlet-2,prod-1,0,0,0.0,0
2026-03-20,outlet-2,prod-2,29,1,37.410000000000004,39
2026-03-20,outlet-2,prod-3,23,1,80.27000000000001,408
2026-03-20,outlet-2,prod-4,22,0,43.78,132
2026-03-20,outlet-2,prod-5,0,0,0.0,0
2026-03-20,outlet-2,prod-6,1,0,6.99,44
2026-03-20,outlet-2,prod-7,34,2,271.66,2
2026-03-20,outlet-2,prod-8,65,2,64.35,27
2026-03-20,outlet-2,prod-9,24,0,59.760000000000005,83
2026-03-20,outlet-2,prod-10,0,0,0.0,0
2026-03-20,outlet-2,prod-11,9,0,16.11,58
2026-03-20,outlet-2,prod-12,6,0,17.94,27
2026-03-20,outlet-2,prod-13,12,0,20.28,28
2026-03-20,outlet-2,prod-14,14,0,32.06,18
2026-03-20,outlet-2,prod-15,15,1,44.85,49
2026-03-20,outlet-2,prod-16,12,1,15.48,46
2026-03-20,outlet-2,prod-17,0,0,0.0,0
2026-03-20,outlet-2,prod-18,33,2,49.17,17
2026-03-20,outlet-2,prod-19,14,0,41.86,30
2026-03-20,outlet-2,prod-20,3,0,5.97,53
2026-03-20,outlet-2,prod-21,19,1,43.51,37
2026-03-20,outlet-2,prod-22,12,1,41.88,1
2026-03-20,outlet-2,prod-23,5,0,12.450000000000001,15
2026-03-20,outlet-2,prod-24,14,1,55.86,20
2026-03-20,outlet-2,prod-25,21,0,37.59,61
2026-03-20,outlet-2,prod-26,0,0,0.0,0
2026-03-20,outlet-2,prod-27,47,1,60.63,25
2026-03-20,outlet-2,prod-28,0,0,0.0,0
2026-03-20,outlet-2,prod-29,0,0,0.0,0
2026-03-20,outlet-2,prod-30,6,0,14.940000000000001,12
2026-03-20,outlet-2,prod-31,40,2,51.6,98
2026-03-20,outlet-2,prod-32,25,1,62.25000000000001,5
2026-03-20,outlet-2,prod-33,0,0,0.0,0
2026-03-20,outlet-2,prod-34,0,0,0.0,36
2026-03-20,outlet-2,prod-35,0,0,0.0,0
2026-03-20,outlet-2,prod-36,12,0,95.88,16
2026-03-20,outlet-2,prod-37,25,1,24.75,39
2026-03-20,outlet-2,prod-38,3,0,38.97,5
2026-03-20,outlet-2,prod-39,6,0,32.94,41
2026-03-20,outlet-2,prod-40,7,0,20.93,17
2026-03-20,outlet-3,prod-1,17,1,25.33,1
2026-03-20,outlet-3,prod-2,0,0,0.0,0
2026-03-20,outlet-3,prod-3,16,0,55.84,15
2026-03-20,outlet-3,prod-4,0,0,0.0,0
2026-03-20,outlet-3,prod-5,7,0,23.03,1
2026-03-20,outlet-3,prod-6,0,0,0.0,0
2026-03-20,outlet-3,prod-7,5,0,39.95,56
2026-03-20,outlet-3,prod-8,11,0,10.89,0
2026-03-20,outlet-3,prod-9,41,1,102.09,78
2026-03-20,outlet-3,prod-10,5,0,19.950000000000003,163
2026-03-20,outlet-3,prod-11,6,0,10.74,20
2026-03-20,outlet-3,prod-12,5,0,14.950000000000001,2
2026-03-20,outlet-3,prod-13,13,0,21.97,15
2026-03-20,outlet-3,prod-14,0,0,0.0,28
2026-03-20,outlet-3,prod-15,1,0,2.99,12
2026-03-20,outlet-3,prod-16,3,0,3.87,16
2026-03-20,outlet-3,prod-17,0,0,0.0,0
2026-03-20,outlet-3,prod-18,6,1,8.94,22
2026-03-20,outlet-3,prod-19,0,0,0.0,0
2026-03-20,outlet-3,prod-20,5,0,9.95,152
2026-03-20,outlet-3,prod-21,9,0,20.61,10
2026-03-20,outlet-3,prod-22,6,0,20.94,18
2026-03-20,outlet-3,prod-23,3,0,7.470000000000001,2
2026-03-20,outlet-3,prod-24,23,1,91.77000000000001,69
2026-03-20,outlet-3,prod-25,27,0,48.33,74
2026-03-20,outlet-3,prod-26,1,0,4.49,18
2026-03-20,outlet-3,prod-27,0,0,0.0,156
2026-03-20,outlet-3,prod-28,4,0,19.96,9
2026-03-20,outlet-3,prod-29,5,0,19.950000000000003,11
2026-03-20,outlet-3,prod-30,6,0,14.940000000000001,21
2026-03-20,outlet-3,prod-31,96,2,123.84,93
2026-03-20,outlet-3,prod-32,36,2,89.64000000000001,114
2026-03-20,outlet-3,prod-33,3,0,10.47,10
2026-03-20,outlet-3,prod-34,0,0,0.0,0
2026-03-20,outlet-3,prod-35,4,0,27.96,9
2026-03-20,outlet-3,prod-36,0,0,0.0,3
2026-03-20,outlet-3,prod-37,71,1,70.29,52
2026-03-20,outlet-3,prod-38,0,0,0.0,0
2026-03-20,outlet-3,prod-39,3,0,16.47,9
2026-03-20,outlet-3,prod-40,0,0,0.0,21
2026-03-20,outlet-4,prod-1,0,0,0.0,0
2026-03-20,outlet-4,prod-2,51,1,65.79,100
2026-03-20,outlet-4,prod-3,40,1,139.60000000000002,103
2026-03-20,outlet-4,prod-4,0,0,0.0,25
2026-03-20,outlet-4,prod-5,25,0,82.25,51
2026-03-20,outlet-4,prod-6,9,0,62.910000000000004,0
2026-03-20,outlet-4,prod-7,39,2,311.61,87
2026-03-20,outlet-4,prod-8,61,1,60.39,56
2026-03-20,outlet-4,prod-9,5,0,12.450000000000001,10
2026-03-20,outlet-4,prod-10,15,0,59.85,43
2026-03-20,outlet-4,prod-11,9,0,16.11,91
2026-03-20,outlet-4,prod-12,21,1,62.790000000000006,23
2026-03-20,outlet-4,prod-13,12,0,20.28,29
2026-03-20,outlet-4,prod-14,18,1,41.22,5
2026-03-20,outlet-4,prod-15,36,1,107.64000000000001,54
2026-03-20,outlet-4,prod-16,22,1,28.380000000000003,2
2026-03-20,outlet-4,prod-17,0,0,0.0,0
2026-03-20,outlet-4,prod-18,2,0,2.98,50
2026-03-20,outlet-4,prod-19,7,0,20.93,17
2026-03-20,outlet-4,prod-20,17,0,33.83,30
2026-03-20,outlet-4,prod-21,17,0,38.93,52
2026-03-20,outlet-4,prod-22,5,0,17.450000000000003,48
2026-03-20,outlet-4,prod-23,12,0,29.880000000000003,17
2026-03-20,outlet-4,prod-24,23,1,91.77000000000001,17
2026-03-20,outlet-4,prod-25,21,0,37.59,10
2026-03-20,outlet-4,prod-26,8,0,35.92,40
2026-03-20,outlet-4,prod-27,23,0,29.67,14
2026-03-20,outlet-4,prod-28,9,0,44.910000000000004,30
2026-03-20,outlet-4,prod-29,0,0,0.0,58
2026-03-20,outlet-4,prod-30,9,0,22.410000000000004,14
2026-03-20,outlet-4,prod-31,0,0,0.0,0
2026-03-20,outlet-4,prod-32,6,0,14.940000000000001,0
2026-03-20,outlet-4,prod-33,16,0,55.84,43
2026-03-20,outlet-4,prod-34,11,0,16.39,174
2026-03-20,outlet-4,prod-35,6,0,41.94,16
2026-03-20,outlet-4,prod-36,12,0,95.88,9
2026-03-20,outlet-4,prod-37,13,0,12.87,13
2026-03-20,outlet-4,prod-38,8,0,103.92,45
2026-03-20,outlet-4,prod-39,2,0,10.98,0
2026-03-20,outlet-4,prod-40,8,0,23.92,26
2026-03-20,outlet-5,prod-1,2,0,2.98,46
2026-03-20,outlet-5,prod-2,13,1,16.77,44
2026-03-20,outlet-5,prod-3,2,0,6.98,18
2026-03-20,outlet-5,prod-4,74,2,147.26,106
2026-03-20,outlet-5,prod-5,0,0,0.0,19
2026-03-20,outlet-5,prod-6,6,0,41.94,5
2026-03-20,outlet-5,prod-7,10,0,79.9,19
2026-03-20,outlet-5,prod-8,1,0,0.99,126
2026-03-20,outlet-5,prod-9,31,1,77.19000000000001,1
2026-03-20,outlet-5,prod-10,6,0,23.94,1
2026-03-20,outlet-5,prod-11,7,0,12.530000000000001,19
2026-03-20,outlet-5,prod-12,1,0,2.99,27
2026-03-20,outlet-5,prod-13,0,0,0.0,0
2026-03-20,outlet-5,prod-14,8,0,18.32,3
2026-03-20,outlet-5,prod-15,0,0,0.0,0
2026-03-20,outlet-5,prod-16,6,0,7.74,9
2026-03-20,outlet-5,prod-17,10,1,34.900000000000006,21
2026-03-20,outlet-5,prod-18,11,1,16.39,39
2026-03-20,outlet-5,prod-19,10,0,29.900000000000002,2
2026-03-20,outlet-5,prod-20,47,1,93.53,1
2026-03-20,outlet-5,prod-21,2,0,4.58,1045
2026-03-20,outlet-5,prod-22,1,0,3.49,4
2026-03-20,outlet-5,prod-23,2,0,4.98,8
2026-03-20,outlet-5,prod-24,0,0,0.0,0
2026-03-20,outlet-5,prod-25,0,0,0.0,0
2026-03-20,outlet-5,prod-26,0,0,0.0,0
2026-03-20,outlet-5,prod-27,47,1,60.63,214
2026-03-20,outlet-5,prod-28,1,0,4.99,17
2026-03-20,outlet-5,prod-29,1,0,3.99,20
2026-03-20,outlet-5,prod-30,1,0,2.49,631
2026-03-20,outlet-5,prod-31,121,4,156.09,4
2026-03-20,outlet-5,prod-32,0,0,0.0,0
2026-03-20,outlet-5,prod-33,6,0,20.94,4
2026-03-20,outlet-5,prod-34,6,0,8.94,18
2026-03-20,outlet-5,prod-35,1,0,6.99,5
2026-03-20,outlet-5,prod-36,6,0,47.94,194
2026-03-20,outlet-5,prod-37,22,1,21.78,37
2026-03-20,outlet-5,prod-38,0,0,0.0,224
2026-03-20,outlet-5,prod-39,1,0,5.49,6
2026-03-20,outlet-5,prod-40,0,0,0.0,11
2026-03-21,outlet-1,prod-1,36,2,53.64,10
2026-03-21,outlet-1,prod-2,35,1,45.15,169
2026-03-21,outlet-1,prod-3,0,0,0.0,0
2026-03-21,outlet-1,prod-4,0,0,0.0,0
2026-03-21,outlet-1,prod-5,23,0,75.67,37
2026-03-21,outlet-1,prod-6,4,0,27.96,1541
2026-03-21,outlet-1,prod-7,18,1,143.82,52
2026-03-21,outlet-1,prod-8,1,0,0.99,190
2026-03-21,outlet-1,prod-9,32,0,79.68,3
2026-03-21,outlet-1,prod-10,8,0,31.92,41
2026-03-21,outlet-1,prod-11,5,0,8.95,164
2026-03-21,outlet-1,prod-12,13,0,38.870000000000005,6
2026-03-21,outlet-1,prod-13,26,0,43.94,2
2026-03-21,outlet-1,prod-14,11,0,25.19,18
2026-03-21,outlet-1,prod-15,0,0,0.0,0
2026-03-21,outlet-1,prod-16,0,0,0.0,0
2026-03-21,outlet-1,prod-17,22,2,76.78,4
2026-03-21,outlet-1,prod-18,9,1,13.41,54
2026-03-21,outlet-1,prod-19,9,0,26.910000000000004,12
2026-03-21,outlet-1,prod-20,19,1,37.81,46
2026-03-21,outlet-1,prod-21,16,1,36.64,50
2026-03-21,outlet-1,prod-22,0,0,0.0,0
2026-03-21,outlet-1,prod-23,5,0,12.450000000000001,1
2026-03-21,outlet-1,prod-24,0,0,0.0,0
2026-03-21,outlet-1,prod-25,0,0,0.0,0
2026-03-21,outlet-1,prod-26,0,0,0.0,30
2026-03-21,outlet-1,prod-27,19,0,24.51,20
2026-03-21,outlet-1,prod-28,6,0,29.94,22
2026-03-21,outlet-1,prod-29,10,0,39.900000000000006,60
2026-03-21,outlet-1,prod-30,3,0,7.470000000000001,0
2026-03-21,outlet-1,prod-31,39,1,50.31,44
2026-03-21,outlet-1,prod-32,12,0,29.880000000000003,30
2026-03-21,outlet-1,prod-33,0,0,0.0,0
2026-03-21,outlet-1,prod-34,2,0,2.98,19
2026-03-21,outlet-1,prod-35,5,0,34.95,11
2026-03-21,outlet-1,prod-36,3,0,23.97,44
2026-03-21,outlet-1,prod-37,14,0,13.86,7
2026-03-21,outlet-1,prod-38,0,0,0.0,25
2026-03-21,outlet-1,prod-39,5,0,27.450000000000003,17
2026-03-21,outlet-1,prod-40,8,0,23.92,14
2026-03-21,outlet-2,prod-1,0,0,0.0,144
2026-03-21,outlet-2,prod-2,39,1,50.31,141
2026-03-21,outlet-2,prod-3,25,1,87.25,384
2026-03-21,outlet-2,prod-4,37,1,73.63,96
2026-03-21,outlet-2,prod-5,0,0,0.0,0
2026-03-21,outlet-2,prod-6,10,0,69.9,34
2026-03-21,outlet-2,prod-7,2,0,15.98,80
2026-03-21,outlet-2,prod-8,27,1,26.73,49
2026-03-21,outlet-2,prod-9,14,0,34.86,100
2026-03-21,outlet-2,prod-10,0,0,0.0,0
2026-03-21,outlet-2,prod-11,13,0,23.27,45
2026-03-21,outlet-2,prod-12,13,1,38.870000000000005,15
2026-03-21,outlet-2,prod-13,12,0,20.28,16
2026-03-21,outlet-2,prod-14,8,0,18.32,10
2026-03-21,outlet-2,prod-15,22,2,65.78,29
2026-03-21,outlet-2,prod-16,12,0,15.48,34
2026-03-21,outlet-2,prod-17,0,0,0.0,54
2026-03-21,outlet-2,prod-18,17,1,25.33,1
2026-03-21,outlet-2,prod-19,9,0,26.910000000000004,21
2026-03-21,outlet-2,prod-20,36,1,71.64,18
2026-03-21,outlet-2,prod-21,12,1,27.48,45
2026-03-21,outlet-2,prod-22,1,0,3.49,10
2026-03-21,outlet-2,prod-23,6,0,14.940000000000001,19
2026-03-21,outlet-2,prod-24,20,1,79.80000000000001,1
2026-03-21,outlet-2,prod-25,27,1,48.33,35
2026-03-21,outlet-2,prod-26,0,0,0.0,0
2026-03-21,outlet-2,prod-27,25,1,32.25,60
2026-03-21,outlet-2,prod-28,0,0,0.0,0
2026-03-21,outlet-2,prod-29,0,0,0.0,0
2026-03-21,outlet-2,prod-30,8,0,19.92,4
2026-03-21,outlet-2,prod-31,15,0,19.35,83
2026-03-21,outlet-2,prod-32,5,0,12.450000000000001,0
2026-03-21,outlet-2,prod-33,0,0,0.0,0
2026-03-21,outlet-2,prod-34,10,0,14.9,26
2026-03-21,outlet-2,prod-35,0,0,0.0,5
2026-03-21,outlet-2,prod-36,12,0,95.88,4
2026-03-21,outlet-2,prod-37,19,0,18.81,20
2026-03-21,outlet-2,prod-38,4,0,51.96,1
2026-03-21,outlet-2,prod-39,6,0,32.94,35
2026-03-21,outlet-2,prod-40,6,0,17.94,11
2026-03-21,outlet-3,prod-1,1,0,1.49,80
2026-03-21,outlet-3,prod-2,0,0,0.0,0
2026-03-21,outlet-3,prod-3,11,0,38.39,19
2026-03-21,outlet-3,prod-4,0,0,0.0,0
2026-03-21,outlet-3,prod-5,1,0,3.29,0
2026-03-21,outlet-3,prod-6,0,0,0.0,0
2026-03-21,outlet-3,prod-7,24,2,191.76,34
2026-03-21,outlet-3,prod-8,0,0,0.0,0
2026-03-21,outlet-3,prod-9,43,1,107.07000000000001,80
2026-03-21,outlet-3,prod-10,4,0,15.96,180
2026-03-21,outlet-3,prod-11,5,0,8.95,15
2026-03-21,outlet-3,prod-12,2,0,5.98,33
2026-03-21,outlet-3,prod-13,11,0,18.59,4
2026-03-21,outlet-3,prod-14,6,0,13.74,47
2026-03-21,outlet-3,prod-15,4,0,11.96,8
2026-03-21,outlet-3,prod-16,3,0,3.87,13
2026-03-21,outlet-3,prod-17,0,0,0.0,48
2026-03-21,outlet-3,prod-18,22,2,32.78,2
2026-03-21,outlet-3,prod-19,0,0,0.0,0
2026-03-21,outlet-3,prod-20,39,0,77.61,113
2026-03-21,outlet-3,prod-21,10,0,22.9,52
2026-03-21,outlet-3,prod-22,8,0,27.92,10
2026-03-21,outlet-3,prod-23,2,0,4.98,7
2026-03-21,outlet-3,prod-24,26,1,103.74000000000001,44
2026-03-21,outlet-3,prod-25,49,1,87.71000000000001,26
2026-03-21,outlet-3,prod-26,4,0,17.96,14
2026-03-21,outlet-3,prod-27,53,1,68.37,104
2026-03-21,outlet-3,prod-28,4,0,19.96,5
2026-03-21,outlet-3,prod-29,6,0,23.94,5
2026-03-21,outlet-3,prod-30,7,0,17.43,14
2026-03-21,outlet-3,prod-31,93,2,119.97,2
2026-03-21,outlet-3,prod-32,14,1,34.86,101
2026-03-21,outlet-3,prod-33,4,0,13.96,14
2026-03-21,outlet-3,prod-34,0,0,0.0,0
2026-03-21,outlet-3,prod-35,3,0,20.97,6
2026-03-21,outlet-3,prod-36,3,0,23.97,0
2026-03-21,outlet-3,prod-37,22,0,21.78,30
2026-03-21,outlet-3,prod-38,0,0,0.0,0
2026-03-21,outlet-3,prod-39,3,0,16.47,6
2026-03-21,outlet-3,prod-40,4,0,11.96,17
2026-03-21,outlet-4,prod-1,0,0,0.0,0
2026-03-21,outlet-4,prod-2,58,3,74.82000000000001,45
2026-03-21,outlet-4,prod-3,65,2,226.85000000000002,40
2026-03-21,outlet-4,prod-4,11,0,21.89,14
2026-03-21,outlet-4,prod-5,19,0,62.51,32
2026-03-21,outlet-4,prod-6,0,0,0.0,30
2026-03-21,outlet-4,prod-7,20,1,159.8,68
2026-03-21,outlet-4,prod-8,56,1,55.44,153
2026-03-21,outlet-4,prod-9,5,0,12.450000000000001,5
2026-03-21,outlet-4,prod-10,14,0,55.86,29
2026-03-21,outlet-4,prod-11,20,0,35.8,71
2026-03-21,outlet-4,prod-12,14,1,41.86,10
2026-03-21,outlet-4,prod-13,21,0,35.49,8
2026-03-21,outlet-4,prod-14,5,0,11.45,22
2026-03-21,outlet-4,prod-15,40,3,119.60000000000001,17
2026-03-21,outlet-4,prod-16,2,0,2.58,22
2026-03-21,outlet-4,prod-17,0,0,0.0,0
2026-03-21,outlet-4,prod-18,37,2,55.13,15
2026-03-21,outlet-4,prod-19,9,0,26.910000000000004,8
2026-03-21,outlet-4,prod-20,18,0,35.82,12
2026-03-21,outlet-4,prod-21,20,1,45.8,33
2026-03-21,outlet-4,prod-22,8,0,27.92,40
2026-03-21,outlet-4,prod-23,12,0,29.880000000000003,16
2026-03-21,outlet-4,prod-24,17,1,67.83,1
2026-03-21,outlet-4,prod-25,10,0,17.9,50
2026-03-21,outlet-4,prod-26,7,0,31.43,33
2026-03-21,outlet-4,prod-27,14,0,18.060000000000002,78
2026-03-21,outlet-4,prod-28,3,0,14.97,49
2026-03-21,outlet-4,prod-29,12,0,47.88,46
2026-03-21,outlet-4,prod-30,11,0,27.39,3
2026-03-21,outlet-4,prod-31,0,0,0.0,0
2026-03-21,outlet-4,prod-32,0,0,0.0,21
2026-03-21,outlet-4,prod-33,16,0,55.84,27
2026-03-21,outlet-4,prod-34,9,0,13.41,165
2026-03-21,outlet-4,prod-35,5,0,34.95,11
2026-03-21,outlet-4,prod-36,8,0,63.92,1
2026-03-21,outlet-4,prod-37,6,0,5.9399999999999995,7
2026-03-21,outlet-4,prod-38,9,0,116.91,36
2026-03-21,outlet-4,prod-39,0,0,0.0,30
2026-03-21,outlet-4,prod-40,8,0,23.92,18
2026-03-21,outlet-5,prod-1,2,0,2.98,44
2026-03-21,outlet-5,prod-2,11,1,14.190000000000001,34
2026-03-21,outlet-5,prod-3,1,0,3.49,17
2026-03-21,outlet-5,prod-4,17,0,33.83,89
2026-03-21,outlet-5,prod-5,9,0,29.61,10
2026-03-21,outlet-5,prod-6,5,0,34.95,27
2026-03-21,outlet-5,prod-7,10,0,79.9,9
2026-03-21,outlet-5,prod-8,77,2,76.23,51
2026-03-21,outlet-5,prod-9,1,0,2.49,102
2026-03-21,outlet-5,prod-10,1,0,3.99,31
2026-03-21,outlet-5,prod-11,7,0,12.530000000000001,12
2026-03-21,outlet-5,prod-12,1,0,2.99,26
2026-03-21,outlet-5,prod-13,0,0,0.0,0
2026-03-21,outlet-5,prod-14,3,0,6.87,25
2026-03-21,outlet-5,prod-15,0,0,0.0,26
2026-03-21,outlet-5,prod-16,5,0,6.45,4
2026-03-21,outlet-5,prod-17,6,1,20.94,16
2026-03-21,outlet-5,prod-18,13,1,19.37,27
2026-03-21,outlet-5,prod-19,2,0,5.98,36
2026-03-21,outlet-5,prod-20,1,0,1.99,171
2026-03-21,outlet-5,prod-21,2,0,4.58,1043
2026-03-21,outlet-5,prod-22,1,0,3.49,3
2026-03-21,outlet-5,prod-23,3,0,7.470000000000001,5
2026-03-21,outlet-5,prod-24,0,0,0.0,0
2026-03-21,outlet-5,prod-25,0,0,0.0,0
2026-03-21,outlet-5,prod-26,0,0,0.0,12
2026-03-21,outlet-5,prod-27,69,1,89.01,146
2026-03-21,outlet-5,prod-28,1,0,4.99,16
2026-03-21,outlet-5,prod-29,1,0,3.99,19
2026-03-21,outlet-5,prod-30,1,0,2.49,630
2026-03-21,outlet-5,prod-31,4,0,5.16,0
2026-03-21,outlet-5,prod-32,0,0,0.0,0
2026-03-21,outlet-5,prod-33,4,0,13.96,27
2026-03-21,outlet-5,prod-34,5,0,7.45,13
2026-03-21,outlet-5,prod-35,1,0,6.99,4
2026-03-21,outlet-5,prod-36,5,0,39.95,205
2026-03-21,outlet-5,prod-37,36,1,35.64,2
2026-03-21,outlet-5,prod-38,0,0,0.0,224
2026-03-21,outlet-5,prod-39,1,0,5.49,5
2026-03-21,outlet-5,prod-40,1,0,2.99,10
2026-03-22,outlet-1,prod-1,8,0,11.92,2
2026-03-22,outlet-1,prod-2,50,1,64.5,120
2026-03-22,outlet-1,prod-3,0,0,0.0,110
2026-03-22,outlet-1,prod-4,0,0,0.0,0
2026-03-22,outlet-1,prod-5,14,0,46.06,23
2026-03-22,outlet-1,prod-6,12,0,83.88,1615
2026-03-22,outlet-1,prod-7,4,0,31.96,48
2026-03-22,outlet-1,prod-8,57,1,56.43,178
2026-03-22,outlet-1,prod-9,3,0,7.470000000000001,85
2026-03-22,outlet-1,prod-10,9,0,35.910000000000004,32
2026-03-22,outlet-1,prod-11,17,0,30.43,147
2026-03-22,outlet-1,prod-12,6,0,17.94,55
2026-03-22,outlet-1,prod-13,2,0,3.38,0
2026-03-22,outlet-1,prod-14,10,0,22.9,8
2026-03-22,outlet-1,prod-15,0,0,0.0,0
2026-03-22,outlet-1,prod-16,0,0,0.0,32
2026-03-22,outlet-1,prod-17,4,0,13.96,0
2026-03-22,outlet-1,prod-18,12,1,17.88,43
2026-03-22,outlet-1,prod-19,12,0,35.88,0
2026-03-22,outlet-1,prod-20,21,0,41.79,25
2026-03-22,outlet-1,prod-21,18,1,41.22,33
2026-03-22,outlet-1,prod-22,0,0,0.0,0
2026-03-22,outlet-1,prod-23,1,0,2.49,0
2026-03-22,outlet-1,prod-24,0,0,0.0,0
2026-03-22,outlet-1,prod-25,0,0,0.0,0
2026-03-22,outlet-1,prod-26,7,0,31.43,23
2026-03-22,outlet-1,prod-27,15,0,19.35,5
